kroger_product,description,calories,protein,fat,carbohydrates
morningstar farms® grillers original plant based veggie burgers,MORNINGSTAR FARMS VEGGIE BURGERS GRILLERS 18OZ,213,23.9,9.3,8.5
morningstar farms® veggie breakfast original value pack plant based sausage patties,Morningstar Farms Breakfast Sausage Patties,187,23.7,7.0,10.2
columbus® sliced reduced sodium italian dry salame,"COLUMBUS, LITE ITALIAN DRY SALAME",214,28.6,10.7,3.57
private selection® bold & spicy pepperoni cracker cut,CRACKER CUT  PEPPERONI,100,3.57,9.29,0.71
morningstar farms® garden veggie plant based veggie burgers,MORNINGSTAR FARMS VEGGIE BURGERS GARDEN VEGGIE 56OZ,174,16.4,6.3,15.5
gardein ultimate plant-based chick'n tenders frozen vegan food,ULTIMATE PLANT-BASED CHICK'N TENDERS,228,14.8,9.9,18.8
impossible™ plant-based frozen spicy chicken nuggets,"Chicken nuggets, from frozen",298,13.36,19.23,17.88
morningstar farms® original value pack plant based chik'n nuggets,"CHIK'N PLANT-BASED NUGGETS, CHIK'N",300,13.8,15.0,26.2
marie callender's plant-based gardein chick'n pot pie frozen meal,"Marie Callender's Plant-Based Gardein Chick'n Pot Pie, Frozen Meal, 15 oz.",N/A,5.0,12.0,21.0
gardein ultimate plant-based chick'n filets,ULTIMATE PLANT-BASED CHICK'N FILETS,218,15.5,9.15,19.0
impossible™ plant-based spicy chicken patties,"SPICY ENCHILADA BOWL WITH IMPOSSIBLE CHICKEN MADE FROM PLANTS, SPICY ENCHILADA WITH IMPOSSIBLE CHICKEN",133,4.31,4.71,19.2
gardein vegan frozen seven grain crispy plant-based chick'n tenders,"SEVEN GRAIN PLANT-BASED CHICK'N BREADED WITH WHOLESOME GRAINS INCLUDING OATS, QUINOA, AND MILLET CRISPY TENDERS, SEVEN GRAIN",195,13.0,9.09,14.3
gardein ultimate plant-based ground be’f crumbles,"GROUND BE'F ULTIMATE PLANT-BASED CRUMBLES, GROUND BE'F",247,24.7,15.0,4.3
simple truth™ plant-based chorizo,"PLANT-BASED ""CHORIZO""",165,17.6,7.06,7.06
impossible™ wild nuggies™ plant-based chicken nuggets,PLANT-BASED CHICKEN NUGGETS,238,17.5,11.2,18.8
boca all american veggie burgers,ALL AMERICAN VEGGIE BURGERS,212,24.8,9.73,6.19
gardein ultimate plant-based chick'n nuggets frozen vegan food,"ULTIMATE PLANT-BASED CHICK'N NUGGETS, ULTIMATE",202,14.9,8.51,17.0
gardein ultimate plant-based chick'n strips,"ORIGINAL ULTIMATE PLANT-BASED CHICK'N STRIPS, ORIGINAL",183,20.7,7.32,3.66
morningstar farms® original plant based veggie dogs,Morningstar Farms Hot Dogs Veggie Dogs 8.4oz,144,22.0,1.6,12.4
boar's head superiore uncured sopressata dry sausage,"BOAR'S HEAD, SOPRESSATA DRY SAUSAGE PICCANTE",321,25.0,25.0,0.0
morningstar farms® sweet bbq plant based sauced riblets,Morningstar Farms Meal Solutions Hickory Bbq Riblet 10oz,150,11.4,2.3,24.6
nasoya plantspired® plant-based korean bbq flavored steak,"KOREAN BBQ FLAVOR PLANTSPIRED PLANT-BASED STEAK, KOREAN BBQ",235,16.5,11.8,15.3
morningstar farms® spicy black bean value pack plant based veggie burgers,Morningstar Farms Veggie Burgers Spicy Black Bean 18.9oz,179,13.5,6.5,22.1
boar's head superiore uncured sopressata dry sausage piccante,"BOAR'S HEAD, SOPRESSATA DRY SAUSAGE PICCANTE",321,25.0,25.0,0.0
dr. praeger's® gluten free black bean quinoa veggie burgers,"DR. PRAEGER'S, ITALIAN VEGGIE BURGERS",167,5.13,7.69,19.2
dr. praeger's® california veggie burgers®,"DR. PRAEGER'S, ITALIAN VEGGIE BURGERS",167,5.13,7.69,19.2
gardein ultimate plant-based vegan spicy chick'n filets,ULTIMATE PLANT-BASED CHICK'N FILETS,218,15.5,9.15,19.0
gardein® ultimate plant-based buffalo chick'n wings,"BUFFALO ULTIMATE PLANT-BASED CHICK'N WINGS, BUFFALO",193,12.1,9.29,15.0
marie callender's plant-based gardein be'f pot pie frozen meal,"Marie Callender's Plant-Based Gardein Be'f Pot Pie, Frozen Meal, 15 OZ",N/A,5.5,12.0,22.5
gardein ultimate plant-based crispy breaded fish,"BREADED PLANT-BASED FISH FILLETS, BREADED",177,10.6,9.73,12.4
morningstar farms® incogmeato homestyle plant based chik'n tenders,"CHIK'N PLANT-BASED TENDERS, CHIK'N",256,18.9,10.0,24.4
boar's head all natural salame with white wine,ALL NATURAL WITH WHITE WINE SALAME,357,21.4,28.6,0.0
morningstar farms® incogmeato original plant based pancake and sausage on a stick,PLANT-BASED PANCAKE & SAUSAGE ON A STICK,203,13.0,3.62,30.4
morningstar farms® steakhouse style plant based veggie burgers,MORNINGSTAR FARMS VEGGIE BURGERS GARDEN VEGGIE 56OZ,174,16.4,6.3,15.5
gardein ultimate plant-based vegan bbq chick'n wings,"BBQ ULTIMATE PLANT-BASED CHICK'N WINGS, BBQ",200,12.1,6.43,23.6
konscious™ plant based california roll,"Sushi roll, California",94,2.92,0.67,18.39
morningstar farms® pringles original flavor plant based chik'n fries,PRINGLES ORIGINAL FLAVORED PLANT-BASED CHIK'N FRIES,250,13.8,12.5,23.8
morningstar farms® incogmeato hot and spicy plant based chik'n filets,"SIZZLIN' SPICY CHIK'N PLANT-BASED PATTIES, SIZZLIN' SPICY CHIK'N",197,14.1,6.34,22.5
private selection® hard deli salami sliced,"HARD SALAMI DELI SLICES, HARD",400,20.0,33.3,3.33
columbus calabrese salame,"CALABRESE SALAME, CALABRESE",312,20.8,20.8,6.25
private selection® deli pepperoni sliced,"PRIVATE SELECTION, SWISS SLICED CHEESE",364,27.3,27.3,0.0
private selection® genoa deli salami sliced,"DELI SLICED GENOA SALAMI, DELI",368,17.5,31.6,3.51
wild planet® skinless boneless wild sardine fillets in water,SKINLESS & BONELESS WILD SARDINES IN WATER,182,27.3,7.95,0.0
simulate spicy nuggs plant-based nuggets,"SPICY CHICKEN NUGGS PLANT-BASED NUGGETS, SPICY CHICKEN",247,15.3,11.8,18.8
simple houseware vacuum sealer bags 3-pack,"Sweet potato, canned, vacuum pack",382,1.65,0.2,21.1
kroger® choice beef chuck roast,"Beef, chuck, roast, boneless, choice, raw",N/A,18.4,17.8,0.0
kroger® hickory smoked bacon wrapped tenderloin filet,"HICKORY SMOKED BACON WRAPPED PORK FILET, HICKORY SMOKED",188,18.2,11.8,2.35
kroger® peppered bacon wrapped beef tenderloin filet,"PEPPERED BACON WRAPPED BEEF TENDERLOIN FILET, PEPPERED BACON",229,19.4,16.5,0.59
kroger® flat cut corned beef brisket,"Beef, cured, corned beef, brisket, cooked",1050.0,18.2,19.0,0.47
beef choice bottom round roast (1 roast),"Beef, round, bottom round, roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",223,26.0,12.4,0.0
beef shoulder english roast,"Beef, roast",206,29.08,9.72,0
beef choice boneless short ribs (about 4 per pack),"Beef, chuck, short ribs, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",1000.0,17.2,19.0,0.0
kroger® natural beef choice top round london broil,BEEF TOP ROUND STEAK FOR LONDON BROIL,170,22.3,8.04,0.0
beef choice shoulder steak (1 steak),"Beef, flank, steak, boneless, choice, raw",N/A,20.1,9.4,0.0
marcangelo montreal spice bacon beef skewers,Bacon and beef sticks,517,29.1,44.2,0.8
beef choice sirloin tip roast,"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",221,25.7,12.4,0.0
beef choice boneless eye of round roast (1 roast),"Beef, round, eye of round roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",171,29.8,4.83,0.0
beef choice back ribs,"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, choice, raw",336,15.8,29.9,0.9
private selection® natural angus beef brisket with salt & pepper,"ANGUS BEEF BRISKET, ANGUS BEEF",157,26.5,4.9,0.98
sanderson farms chicken tenderloins,"SANDERSON FARMS, FRESH CHICKEN LIVERS",116,17.0,4.46,0.89
simple truth® all natural boneless skinless fresh chicken breast,"Chicken, breast, boneless, skinless, raw",N/A,22.5,1.93,0.0
kroger® frozen boneless skinless chicken tenderloins,BONELESS SKINLESS CHICKEN TENDERLOINS,80.0,19.5,0.0,0.0
bacon wrapped bbq seasoned chicken grillers,"BACON-WRAPPED BBQ SEASONED CHICKEN GRILLERS, BACON-WRAPPED",298,24.6,17.5,5.26
sanderson farms® whole cut up chicken with giblets,"Turkey, whole, giblets, raw",518,18.2,5.09,0.07
heritage farm® bone in skin on chicken thighs,"HERITAGE FARM, CHICKEN THIGHS",188,13.4,14.3,0.0
simple truth organic® ready to cook organic chicken tenders air chilled,"SIMPLE TRUTH, ORGANIC SPAGHETTI",357,12.5,1.79,73.2
sanderson farms® chicken thighs,"SANDERSON FARMS, FRESH CHICKEN LIVERS",116,17.0,4.46,0.89
sanderson farms® chicken breast fillets,"SANDERSON FARMS, FRESH CHICKEN LIVERS",116,17.0,4.46,0.89
sanderson farms boneless skinless chicken breast fillets with rib meat,"PILGRIM'S, BONELESS SKINLESS CHICKEN BREAST FILLETS WITH RIB MEAT",98.0,17.9,2.23,0.0
sanderson farms® chicken drumsticks,"SANDERSON FARMS, FRESH CHICKEN LIVERS",116,17.0,4.46,0.89
heritage farm® boneless skinless thin sliced chicken breasts,"Chicken, breast, boneless, skinless, raw",N/A,22.5,1.93,0.0
heritage farm® bone in skin on whole young chicken,"Duck, young duckling, domesticated, White Pekin, leg, meat and skin, bone in, cooked, roasted",908,26.8,11.4,0.0
simple truth organic® boneless skinless fresh chicken breast,"Chicken, breast, boneless, skinless, raw",N/A,22.5,1.93,0.0
just bare® lightly breaded chicken breasts,"Chicken breast tenders, breaded, uncooked",263,14.7,15.8,15.0
sanderson farms® chicken wings,"SANDERSON FARMS, FRESH CHICKEN LIVERS",116,17.0,4.46,0.89
heritage farm® boneless skinless chicken thighs,"Chicken, thigh, boneless, skinless, raw",N/A,18.6,7.92,0.0
simple truth® natural thin-sliced boneless and skinless chicken breast cutlets,"Chicken, breast, boneless, skinless, raw",N/A,22.5,1.93,0.0
kroger® buffalo style chicken wings,"BUFFALO STYLE CHICKEN WING SAUCE, BUFFALO STYLE CHICKEN WING",100,0.0,6.67,6.67
simple truth organic® thin sliced chicken breasts,"SIMPLE TRUTH ORGANIC, NATURAL CHICKEN BREAST",98.0,22.3,0.89,0.0
sanderson farms® fresh whole young chicken,"SANDERSON FARMS, FRESH CHICKEN LIVERS",116,17.0,4.46,0.89
simple truth® all natural boneless skinless fresh chicken thighs,ALL NATURAL FRESH BONELESS SKINLESS CHICKEN THIGHS,116,16.1,6.25,0.0
uncooked sliced boneless skinless chicken breast with rib meat,"Uncooked, Boneless Skinless Chicken Breasts with Rib Meat",125,22.7,3.78,0.0
perdue® no antibiotics ever fresh ground chicken,CHUNK IN WATER WITH NO ANTIBIOTICS EVER CHICKEN BREAST,125,23.2,1.79,0.0
ukrop's™ seasoned grilled chicken breast - sliced,"Chicken breast, deli, rotisserie seasoned, sliced, prepackaged",98.0,17.4,1.86,2.92
heritage farm® boneless skinless chicken tenderloins,BONELESS SKINLESS CHICKEN TENDERLOINS,80.0,19.5,0.0,0.0
ukrop's™ blackened grilled chicken breast,"BLACKENED GRILLED CHICKEN BREAST - BULK, BLACKENED GRILLED CHICKEN",189,31.6,4.74,3.16
perdue® no antibiotics ever fresh 98% lean ground chicken breast,CHUNK IN WATER WITH NO ANTIBIOTICS EVER CHICKEN BREAST,125,23.2,1.79,0.0
ukrop's™ seasoned grilled chicken breast,"Chicken breast, grilled with sauce, skin eaten",202,21.15,9.15,7.34
sanderson farms boneless skinless thin-sliced fresh chicken breast,"Fresh, Thin Sliced, Boneless Skinless Chicken Breasts",102,23.7,0.7,0.3
simple truth® all natural boneless skinless family pack fresh chicken breast,"Chicken, breast, boneless, skinless, raw",N/A,22.5,1.93,0.0
simple truth organic® boneless skinless fresh chicken thighs,"Chicken, thigh, boneless, skinless, raw",N/A,18.6,7.92,0.0
simple truth® all natural fresh chicken drumsticks,SIMPLE TRUTH NATURAL WHOLE CHICKEN,214,18.8,15.2,0.0
just bare® lightly breaded chicken breast italian style strips,"ITALIAN STYLE LIGHTLY BREADED CHICKEN BREAST STRIPS, ITALIAN STYLE",179,19.0,8.33,8.33
simple truth® all natural boneless skinless fresh chicken breast tenders,"Chicken, breast, boneless, skinless, raw",N/A,22.5,1.93,0.0
kroger® fresh uncooked chicken drumsticks,Uncooked Chicken Drumsticks,136,19.0,6.67,0.0
perdue® short cuts® grilled fajita style chicken breast strips,"FAJITA STYLE GRILLED CHICKEN BREAST STRIPS, FAJITA STYLE",119,21.4,2.38,1.19
sanderson farms® boneless skinless chicken thigh fillets,"Chicken, thigh, boneless, skinless, raw",N/A,18.6,7.92,0.0
heritage farm® bone in skin on split chicken breasts,"BONE-IN, SPLIT CHICKEN BREAST",161,20.5,8.93,0.0
home chef hot savory whole chicken (available 11am-7pm daily),"Gravy, HEINZ Home Style, savory beef",165,1.09,1.13,6.24
simple truth organic® whole fresh chicken,SIMPLE TRUTH NATURAL WHOLE CHICKEN,214,18.8,15.2,0.0
sanderson farms boneless skinless fresh chicken breast,"Chicken, breast, boneless, skinless, raw",N/A,22.5,1.93,0.0
heritage farm® bone in skin on chicken drumsticks,"Turkey, drumstick, smoked, cooked, with skin, bone removed",200,27.9,9.8,0.0
boar’s head sweet b’s honey barbeque glazed chicken breast,"Oscar Mayer, Chicken Breast (honey glazed)",109,19.8,1.5,4.3
tyson® boneless skinless chicken breasts,"Chicken, breast, boneless, skinless, raw",N/A,22.5,1.93,0.0
kroger® grilled chicken breast dices,"GRILLED DICED CHICKEN BREAST, GRILLED",131,23.8,2.98,2.38
sanderson farms bone-in fresh chicken breast,"SANDERSON FARMS, FRESH CHICKEN LIVERS",116,17.0,4.46,0.89
heritage farm® bone in skin on chicken wings,"Turkey, wing, smoked, cooked, with skin, bone removed",221,27.4,12.4,0.0
simple truth® boneless & skinless chicken thighs,"Chicken, thigh, boneless, skinless, raw",N/A,18.6,7.92,0.0
heritage farm® bone in skin on chicken leg quarters,"Chicken leg, drumstick and thigh, stewed, skin eaten",211,22.45,13.44,0
kroger® fully cooked oven roasted chicken wings,"Chicken, broilers or fryers, wing, meat and skin, cooked, roasted",254,23.8,16.9,0.0
perdue fun shaped frozen fully cooked chicken breast space nuggets,SPACE SHAPED CHICKEN NUGGETS,200,18.8,9.41,9.41
howard county frozen chicken wings,"Chicken, wing, frozen, glazed, barbecue flavored",211,19.7,12.7,3.34
hot ones™ original buffalo style hot sauce boneless chicken bites,"HOT BUFFALO STYLE BONELESS WYNGZ, HOT BUFFALO",174,12.0,8.7,13.0
john soules foods hot honey bbq chicken bites - glazed in bbq sauce made with mike’s hot honey,"HONEY BBQ GLAZED BONELESS CHICKEN BITES, HONEY BBQ GLAZED",190,13.1,7.14,17.9
perdue refrigerated fully cooked breaded chicken breast cutlets,"AdvancePierre Fully Cooked Breaded Chicken Breast Cutlets, 2.4 oz.",264,14.1,16.1,15.8
home chef hot garlic & herb whole chicken (available 11am-7pm daily),"DAILY CHEF, HERB ROASTED & SLICED TURKEY BREAST",107,19.6,1.79,1.79
simple truth® whole roasted chicken (available 11am-7pm),SIMPLE TRUTH NATURAL WHOLE CHICKEN,214,18.8,15.2,0.0
home chef cold savory whole chicken,"Gravy, HEINZ Home Style, savory beef",165,1.09,1.13,6.24
heritage farm® chicken livers,"Liver, chicken",189,20.02,8.69,6.48
kroger® heritage farm® chicken gizzards,Gizzard,153,30.15,2.66,0
perdue® short cuts® grilled white meat chicken strips,"PERDUE SHORT CUTS GRILLED CHICKEN FAMILY SIZE, 16 OZ",119,23.8,2.38,1.19
home chef cold garlic & herb whole chicken,"Soup, stock, chicken, home-prepared",36.0,2.52,1.2,3.53
home chef honey citrus garlic fresh roasted chicken,"Potato, home fries, from fresh",185,1.96,11.52,18.76
perdue® short cuts® roasted chicken strips,"PERDUE, SHORT CUTS, CARVED CHICKEN BREAST, HONEY ROASTED, HONEY ROASTED",127,23.9,2.82,2.82
simple truth® cold deli whole rotisserie chicken,SIMPLE TRUTH NATURAL WHOLE CHICKEN,214,18.8,15.2,0.0
home chef heat and eat lemon basil grilled chicken and roasted potatoes,"Potato, home fries, ready-to-heat",197,1.92,13.03,18.4
home chef heat and eat grilled chicken with bbq sauce and mashed potatoes,"Potatoes, mashed, ready-to-eat",106,1.97,5.01,13.3
boar’s head firesmith flame grilled chicken breast,"BOAR'S HEAD, TURKEY BREAST",107,23.2,1.79,0.0
home chef chicken breast parmesan bites,"Soup, stock, chicken, home-prepared",36.0,2.52,1.2,3.53
perdue short cuts refrigerated fully cooked roasted shredded chicken breast,"PERDUE, SHORT CUTS, CARVED CHICKEN BREAST, HONEY ROASTED, HONEY ROASTED",127,23.9,2.82,2.82
sanderson farms® fresh chicken livers cup,"SANDERSON FARMS, FRESH CHICKEN LIVERS",116,17.0,4.46,0.89
marcangelo fresh chicken chili lime skewer,Chili with chicken,100,14.11,3.71,2.41
perdue® short cuts® southwestern style chicken strips,"SOUTHWESTERN-STYLE CHICKEN BREAST STRIPS, SOUTHWESTERN-STYLE CHICKEN",118,20.0,2.94,2.35
kroger® premium white chicken breast pouch,"PREMIUM CHUNK WHITE CHICKEN BREAST IN WATER, WHITE CHICKEN BREAST",107,21.4,1.79,0.0
kroger® plain chicken pouch,"Chicken ""wings"", plain, from precooked",294,18.62,20.59,7.15
perdue® short cuts® honey roasted chicken strips,"PERDUE, SHORT CUTS, CARVED CHICKEN BREAST, HONEY ROASTED, HONEY ROASTED",127,23.9,2.82,2.82
home chef pulled chicken breast,PULLED CHICKEN BREAST,131,22.6,4.17,1.19
del corazon grilled chicken verde,"CORAZON DEL SEL, QUINCE PASTE",243,3.57,0.0,60.7
kroger® frozen raw boneless skinless chicken breast,"Chicken, breast, boneless, skinless, raw",N/A,22.5,1.93,0.0
bob's red mill texturized vegetable protein gluten/free - case of 4-12 oz,Error,N/A,N/A,N/A,N/A
tyson frozen chicken patties,"Chicken patty, frozen, cooked",287,14.8,19.6,12.8
tyson restaurant style caribbean style crispy wings,"Restaurant, family style, coleslaw",159,0.88,11.8,12.4
kroger® frozen raw bone-in skin-on chicken wings,"Chicken, broilers or fryers, wing, meat and skin, raw",798,17.5,12.8,0.0
tyson frozen dino chicken nuggets,"Chicken nuggets, from frozen",298,13.36,19.23,17.88
tyson frozen crispy chicken breast strips,"KFC, Crispy Chicken Strips",274,20.2,15.4,13.7
tyson frozen chicken nuggets,"Chicken nuggets, from frozen",298,13.36,19.23,17.88
just bare® lightly breaded frozen fully cooked chicken breast bites,"Chicken breast tenders, breaded, cooked, microwaved",1050.0,16.4,12.9,17.6
kroger® crispy chicken strips,"KFC, Crispy Chicken Strips",274,20.2,15.4,13.7
kroger® frozen bone-in skin-on chicken party wings,"Turkey, wing, smoked, cooked, with skin, bone removed",221,27.4,12.4,0.0
kroger® chicken fries,"Rice, fried, with chicken",173,7.28,3.66,27.62
tyson any'tizers frozen crispy chicken fries,"Chicken, fried, with potatoes, vegetable, frozen meal",157,10.26,8.13,10.63
yummy dino buddies frozen fully cooked dinosaur shaped chicken breast nuggets,DINO BUDDIES CHICKEN BREAST NUGGETS,224,10.5,11.8,19.7
tyson any’tizers frozen crispy boneless chicken bites,"Chicken patty, or nuggets, boneless, breaded, potatoes, vegetable, frozen meal",175,10.68,8.1,16
tyson frozen crispy chicken breast strips family pack,"KFC, Crispy Chicken Strips",274,20.2,15.4,13.7
tyson® fully cooked honey battered chicken breast tenders,"HONEY-BATTERED CHICKEN BREAST TENDERS, HONEY-BATTERED",247,11.8,15.3,14.1
yummy® dino buddies® frozen fully cooked dinosaur shaped chicken breast nuggets,DINO BUDDIES CHICKEN BREAST NUGGETS,224,10.5,11.8,19.7
tyson any'tizers frozen sweet bbq flavored boneless chicken bites,"BBQ FLAVORED BONELESS CHICKEN BITES, BBQ",120,16.2,4.23,9.15
tyson® air fried perfectly crispy frozen chicken nuggets,"Chicken nuggets, from frozen",298,13.36,19.23,17.88
just bare® lightly breaded frozen fully cooked chicken breast strips,"Chicken tenders or strips, breaded, from frozen",240,14.62,13.58,14.86
kroger® fully cooked frozen grilled chicken breast strips,"GRILLED FULLY COOKED CHICKEN BREAST STRIPS, GRILLED CHICKEN",131,25.0,1.79,2.38
kroger® breaded chicken nuggets,"School Lunch, chicken nuggets, whole grain breaded",1130.0,15.7,12.9,22.9
banquet chicken nuggets frozen chicken,"Chicken nuggets, from frozen",298,13.36,19.23,17.88
kroger® popcorn chicken,"KFC, Popcorn Chicken",1470.0,17.7,21.7,21.2
tyson® any'tizers® buffalo style boneless chicken bites,"BUFFALO STYLE BONELESS CHICKEN BITES, BUFFALO STYLE",167,11.9,7.14,13.1
kroger® breaded chicken tenders,"Chicken breast tenders, breaded, uncooked",263,14.7,15.8,15.0
tyson® fully cooked southern style chicken breast tenderloins,"SOUTHERN STYLE CHICKEN BREAST TENDERLOINS, SOUTHERN STYLE",214,15.5,10.7,14.3
